column_name,column_type,dataset_count,example_datasets,definition,data_steward,status
pop_files_processing,STRING,1,Gilbarco Job Stats Monitor,,,pending-dataset-specific
pop_files_waiting,STRING,1,Gilbarco Job Stats Monitor,,,pending-dataset-specific
pop_files_archived,STRING,1,Gilbarco Job Stats Monitor,,,pending-dataset-specific
tables_waiting_munging,STRING,1,Gilbarco Job Stats Monitor,,,pending-dataset-specific
munging_processes,STRING,1,Gilbarco Job Stats Monitor,,,pending-dataset-specific
PLAYLISTS,STRING,1,Gilbarco Job Stats Monitor,Playlist identifiers assigned to the screen,,inferred
playlists_received,STRING,1,Gilbarco Job Stats Monitor,,,pending-dataset-specific
playlists_queued,STRING,1,Gilbarco Job Stats Monitor,,,pending-dataset-specific
playlists_processed,STRING,1,Gilbarco Job Stats Monitor,,,pending-dataset-specific
playlists_active_queues,STRING,1,Gilbarco Job Stats Monitor,,,pending-dataset-specific
CONTENT,STRING,1,Gilbarco Job Stats Monitor,Content item or content type,,draft
content_locations_added_to_queue,STRING,1,Gilbarco Job Stats Monitor,,,pending-dataset-specific
content_locations_in_queue,STRING,1,Gilbarco Job Stats Monitor,,,pending-dataset-specific
content_locations_built,STRING,1,Gilbarco Job Stats Monitor,,,pending-dataset-specific
content_active_queues,STRING,1,Gilbarco Job Stats Monitor,,,pending-dataset-specific
DB-APCH-PHP,STRING,1,Gilbarco Job Stats Monitor,Database approach/PHP configuration identifier,,inferred
db_processes_running,STRING,1,Gilbarco Job Stats Monitor,,,pending-dataset-specific
apache_processes_running,STRING,1,Gilbarco Job Stats Monitor,,,pending-dataset-specific
php_processes_running,STRING,1,Gilbarco Job Stats Monitor,,,pending-dataset-specific
RAW_DATA,STRING,1,Gilbarco Job Stats Monitor,,,pending-dataset-specific
2023-10-05',DATE,1,Gilbarco Txns 20231005.csv,,,pending-dataset-specific
Dataflow Name,STRING,1,Governance - Dataflow Inputs and Outputs,Display name of the Dataflow,,draft
Input Name,STRING,1,Governance - Dataflow Inputs and Outputs,Display name of the Input,,draft
Output Name,STRING,1,Governance - Dataflow Inputs and Outputs,Display name of the Output,,draft
Last Updated Date,DATE,1,Governance - Dataset Updates - Rows per Update,Date/time when the last record was last updated,,draft
Average Rows Updated Per Day,DOUBLE,1,Governance - Dataset Updates - Rows per Update,Average number of rows updated per day across executions,,draft
Security Profile,STRING,1,Governance - Users,Security profile/role assigned to the user in Domo,,draft
Employee Number,STRING,1,Governance - Users,[SF: User] Employee number,Salesforce,salesforce
Max Budget,LONG,1,Grouped Programmatic Direct,,,pending-dataset-specific
ExternalCode-OID,LONG,1,GSTV - Enterprise-IOTV list - OK to migrate to DX-IOTV,,,pending-dataset-specific
DaysOffline,LONG,1,GSTV - Enterprise-IOTV list - OK to migrate to DX-IOTV,Count of days the site was offline,,inferred
Site_Online_FP_OK,LONG,1,GSTV - Enterprise-IOTV list - OK to migrate to DX-IOTV,,,pending-dataset-specific
Site_Online_FP_Offline,LONG,1,GSTV - Enterprise-IOTV list - OK to migrate to DX-IOTV,,,pending-dataset-specific
Site_Online_No_PoP_No_Trans,LONG,1,GSTV - Enterprise-IOTV list - OK to migrate to DX-IOTV,,,pending-dataset-specific
Site_Online_PoP_No_Trans,LONG,1,GSTV - Enterprise-IOTV list - OK to migrate to DX-IOTV,,,pending-dataset-specific
Site_Online_Trans_No_Pop,LONG,1,GSTV - Enterprise-IOTV list - OK to migrate to DX-IOTV,,,pending-dataset-specific
Site_Offline,LONG,1,GSTV - Enterprise-IOTV list - OK to migrate to DX-IOTV,,,pending-dataset-specific
Events_ThreeDays,LONG,1,GSTV - Enterprise-IOTV list - OK to migrate to DX-IOTV,Count of events in the last three days,,inferred
Metrics_ThreeDays,LONG,1,GSTV - Enterprise-IOTV list - OK to migrate to DX-IOTV,,,pending-dataset-specific
impression_per_spot,DOUBLE,1,GSTV - Gilbarco Programmatic Multipliers,Number of impressions attributed to a single ad spot play,,manual
2026,LONG,1,GSTV 2026 Market Plan Demo Comps.xlsx,,,pending-dataset-specific
GSTV Market,STRING,1,GSTV 2026 Market Plan Demo Comps.xlsx,,,pending-dataset-specific
Nielsen Market,STRING,1,GSTV 2026 Market Plan Demo Comps.xlsx,[Glossary: Data & Analytics] Leading global information and measurement company enabling companies to understand consumers and...,,pending-dataset-specific
Nielsen Market ID,LONG,1,GSTV 2026 Market Plan Demo Comps.xlsx,Unique identifier for Nielsen Market,,draft
p_16+,LONG,1,GSTV 2026 Market Plan Demo Comps.xlsx,[SF: DMA__c] Population 16+,Salesforce,salesforce
f_16+,LONG,1,GSTV 2026 Market Plan Demo Comps.xlsx,[SF: DMA__c] Females 16+,Salesforce,salesforce
m_16+,LONG,1,GSTV 2026 Market Plan Demo Comps.xlsx,[SF: DMA__c] Male population aged 16 and older in this DMA,Salesforce,salesforce
p_16_17,LONG,1,GSTV 2026 Market Plan Demo Comps.xlsx,[SF: DMA__c] Population 16-17,Salesforce,salesforce
f_16_17,LONG,1,GSTV 2026 Market Plan Demo Comps.xlsx,[SF: DMA__c] Females 16-17,Salesforce,salesforce
m_16_17,LONG,1,GSTV 2026 Market Plan Demo Comps.xlsx,[SF: DMA__c] Males 16-17,Salesforce,salesforce
p_18+,LONG,1,GSTV 2026 Market Plan Demo Comps.xlsx,[SF: DMA__c] Population 18+,Salesforce,salesforce
f_18+,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,[SF: DMA__c] Females 18+,Salesforce,salesforce
m_18+,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,[SF: DMA__c] Male population aged 18 and older in this DMA,Salesforce,salesforce
P_18_24,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,[SF: DMA__c] Population 18-24,Salesforce,salesforce
f_18_24,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,[SF: DMA__c] Females 18-24,Salesforce,salesforce
m_18_24,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,[SF: DMA__c] Males 18-24,Salesforce,salesforce
P_18_34,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,[SF: DMA__c] Population 18-34,Salesforce,salesforce
f_18_34,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,[SF: DMA__c] Females 18-34,Salesforce,salesforce
m_18_34,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,[SF: DMA__c] Males 18-34,Salesforce,salesforce
p_18-49,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,[SF: DMA__c] Population 18-49,Salesforce,salesforce
f_18-49,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,[SF: DMA__c] Females 18-49,Salesforce,salesforce
m_18-49,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,[SF: DMA__c] Males 18-49,Salesforce,salesforce
p_21+,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,[SF: DMA__c] Population 21+,Salesforce,salesforce
f_21+,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,[SF: DMA__c] Females 21+,Salesforce,salesforce
m_21+,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,[SF: DMA__c] Male population aged 21 and older in this DMA,Salesforce,salesforce
p_21-34,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,[SF: DMA__c] Population 21-34,Salesforce,salesforce
f_21-34,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,[SF: DMA__c] Females 21-34,Salesforce,salesforce
m_21-34,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,[SF: DMA__c] Males 21-34,Salesforce,salesforce
p_21-49,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,,,pending-dataset-specific
f_21-49,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,,,pending-dataset-specific
m_21-49,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,,,pending-dataset-specific
p_21-54,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,,,pending-dataset-specific
f_21-54,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,,,pending-dataset-specific
m_21-54,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,,,pending-dataset-specific
p_25_34,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,[SF: DMA__c] Population 25-34,Salesforce,salesforce
f_25_34,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,[SF: DMA__c] Females 25-34,Salesforce,salesforce
m_25_34,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,[SF: DMA__c] Males 25-34,Salesforce,salesforce
p_25-49,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,[SF: DMA__c] Population 25-49,Salesforce,salesforce
f_25-49,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,[SF: DMA__c] Females 25-49,Salesforce,salesforce
m_25-49,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,[SF: DMA__c] Males 25-49,Salesforce,salesforce
p_25-54,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,[SF: DMA__c] Population 25-54,Salesforce,salesforce
f_25-54,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,[SF: DMA__c] Females 25-54,Salesforce,salesforce
m_25-54,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,[SF: DMA__c] Males 25-54,Salesforce,salesforce
p_35+,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,,,pending-dataset-specific
f_35+,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,,,pending-dataset-specific
m_35+,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,,,pending-dataset-specific
p_35-54,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,[SF: DMA__c] Population 35-54,Salesforce,salesforce
f_35_54,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,[SF: DMA__c] Females 35-54,Salesforce,salesforce
m_35_54,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,[SF: DMA__c] Males 35-54,Salesforce,salesforce
p_35-64,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,[SF: DMA__c] Population 35-64,Salesforce,salesforce
f_35_64,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,[SF: DMA__c] Females 35-64,Salesforce,salesforce
m_35_64,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,[SF: DMA__c] Males 35-64,Salesforce,salesforce
p_45+,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,,,pending-dataset-specific
f_45+,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,,,pending-dataset-specific
m_45+,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,,,pending-dataset-specific
p_55+,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,[SF: DMA__c] Population 55+,Salesforce,salesforce
f_55+,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,[SF: DMA__c] Females 55+,Salesforce,salesforce
m_55+,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,[SF: DMA__c] Male population aged 55 and older in this DMA,Salesforce,salesforce
p_65+,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,,,pending-dataset-specific
f_65+,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,,,pending-dataset-specific
m_65+,DOUBLE,1,GSTV 2026 Market Plan Demo Comps.xlsx,,,pending-dataset-specific
IOTV Contract End Date,DATE,1,GSTV Report - Project Carter DXP Conversion Master,End date of the advertising/service contract,,draft
Has EMV? v2,STRING,1,GSTV Report - Project Carter DXP Conversion Master,Whether Emv? v2 applies to this record,,draft
DXP Conversion Category w/Out of GSTV Scope,STRING,1,GSTV Report - Project Carter DXP Conversion Master,Dover DXPromote conversion category w/out of gstv scope,,inferred
Only Playing 1 File,STRING,1,GVR Sites Only Playing Default,Whether The device is only playing a single content file,,inferred
Days Ago,DATE,1,GVR Sites Only Playing Default,Number of days ago relative to the current date,,inferred
Column1,LONG,1,GVR SitesDown Jan4-Jan6 2024,Generic column 1 from file import (default column naming),,draft
Monday 00/01,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Monday between 00:00-01:00,,inferred
Monday 01/02,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Monday between 01:00-02:00,,inferred
Monday 02/03,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Monday between 02:00-03:00,,inferred
Monday 03/04,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Monday between 03:00-04:00,,inferred
Monday 04/05,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Monday between 04:00-05:00,,inferred
Monday 05/06,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Monday between 05:00-06:00,,inferred
Monday 06/07,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Monday between 06:00-07:00,,inferred
Monday 07/08,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Monday between 07:00-08:00,,inferred
Monday 08/09,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Monday between 08:00-09:00,,inferred
Monday 09/10,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Monday between 09:00-10:00,,inferred
Monday 10/11,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Monday between 10:00-11:00,,inferred
Monday 11/12,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Monday between 11:00-12:00,,inferred
Monday 12/13,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Monday between 12:00-13:00,,inferred
Monday 13/14,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Monday between 13:00-14:00,,inferred
Monday 14/15,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Monday between 14:00-15:00,,inferred
Monday 15/16,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Monday between 15:00-16:00,,inferred
Monday 16/17,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Monday between 16:00-17:00,,inferred
Monday 17/18,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Monday between 17:00-18:00,,inferred
Monday 18/19,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Monday between 18:00-19:00,,inferred
Monday 19/20,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Monday between 19:00-20:00,,inferred
Monday 20/21,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Monday between 20:00-21:00,,inferred
Monday 21/22,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Monday between 21:00-22:00,,inferred
Monday 22/23,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Monday between 22:00-23:00,,inferred
Monday 23/24,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Monday between 23:00-24:00,,inferred
Tuesday 00/01,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Tuesday between 00:00-01:00,,inferred
Tuesday 01/02,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Tuesday between 01:00-02:00,,inferred
Tuesday 02/03,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Tuesday between 02:00-03:00,,inferred
Tuesday 03/04,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Tuesday between 03:00-04:00,,inferred
Tuesday 04/05,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Tuesday between 04:00-05:00,,inferred
Tuesday 05/06,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Tuesday between 05:00-06:00,,inferred
Tuesday 06/07,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Tuesday between 06:00-07:00,,inferred
Tuesday 07/08,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Tuesday between 07:00-08:00,,inferred
Tuesday 08/09,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Tuesday between 08:00-09:00,,inferred
Tuesday 09/10,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Tuesday between 09:00-10:00,,inferred
Tuesday 10/11,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Tuesday between 10:00-11:00,,inferred
Tuesday 11/12,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Tuesday between 11:00-12:00,,inferred
Tuesday 12/13,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Tuesday between 12:00-13:00,,inferred
Tuesday 13/14,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Tuesday between 13:00-14:00,,inferred
Tuesday 14/15,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Tuesday between 14:00-15:00,,inferred
Tuesday 15/16,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Tuesday between 15:00-16:00,,inferred
Tuesday 16/17,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Tuesday between 16:00-17:00,,inferred
Tuesday 17/18,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Tuesday between 17:00-18:00,,inferred
Tuesday 18/19,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Tuesday between 18:00-19:00,,inferred
Tuesday 19/20,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Tuesday between 19:00-20:00,,inferred
Tuesday 20/21,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Tuesday between 20:00-21:00,,inferred
Tuesday 21/22,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Tuesday between 21:00-22:00,,inferred
Tuesday 22/23,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Tuesday between 22:00-23:00,,inferred
Tuesday 23/24,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Tuesday between 23:00-24:00,,inferred
Wednesday 00/01,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Wednesday between 00:00-01:00,,inferred
Wednesday 01/02,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Wednesday between 01:00-02:00,,inferred
Wednesday 02/03,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Wednesday between 02:00-03:00,,inferred
Wednesday 03/04,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Wednesday between 03:00-04:00,,inferred
Wednesday 04/05,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Wednesday between 04:00-05:00,,inferred
Wednesday 05/06,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Wednesday between 05:00-06:00,,inferred
Wednesday 06/07,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Wednesday between 06:00-07:00,,inferred
Wednesday 07/08,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Wednesday between 07:00-08:00,,inferred
Wednesday 08/09,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Wednesday between 08:00-09:00,,inferred
Wednesday 09/10,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Wednesday between 09:00-10:00,,inferred
Wednesday 10/11,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Wednesday between 10:00-11:00,,inferred
Wednesday 11/12,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Wednesday between 11:00-12:00,,inferred
Wednesday 12/13,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Wednesday between 12:00-13:00,,inferred
Wednesday 13/14,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Wednesday between 13:00-14:00,,inferred
Wednesday 14/15,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Wednesday between 14:00-15:00,,inferred
Wednesday 15/16,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Wednesday between 15:00-16:00,,inferred
Wednesday 16/17,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Wednesday between 16:00-17:00,,inferred
Wednesday 17/18,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Wednesday between 17:00-18:00,,inferred
Wednesday 18/19,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Wednesday between 18:00-19:00,,inferred
Wednesday 19/20,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Wednesday between 19:00-20:00,,inferred
Wednesday 20/21,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Wednesday between 20:00-21:00,,inferred
Wednesday 21/22,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Wednesday between 21:00-22:00,,inferred
Wednesday 22/23,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Wednesday between 22:00-23:00,,inferred
Wednesday 23/24,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Wednesday between 23:00-24:00,,inferred
Thursday 00/01,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Thursday between 00:00-01:00,,inferred
Thursday 01/02,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Thursday between 01:00-02:00,,inferred
Thursday 02/03,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Thursday between 02:00-03:00,,inferred
Thursday 03/04,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Thursday between 03:00-04:00,,inferred
Thursday 04/05,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Thursday between 04:00-05:00,,inferred
Thursday 05/06,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Thursday between 05:00-06:00,,inferred
Thursday 06/07,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Thursday between 06:00-07:00,,inferred
Thursday 07/08,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Thursday between 07:00-08:00,,inferred
Thursday 08/09,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Thursday between 08:00-09:00,,inferred
Thursday 09/10,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Thursday between 09:00-10:00,,inferred
Thursday 10/11,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Thursday between 10:00-11:00,,inferred
Thursday 11/12,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Thursday between 11:00-12:00,,inferred
Thursday 12/13,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Thursday between 12:00-13:00,,inferred
Thursday 13/14,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Thursday between 13:00-14:00,,inferred
Thursday 14/15,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Thursday between 14:00-15:00,,inferred
Thursday 15/16,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Thursday between 15:00-16:00,,inferred
Thursday 16/17,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Thursday between 16:00-17:00,,inferred
Thursday 17/18,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Thursday between 17:00-18:00,,inferred
Thursday 18/19,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Thursday between 18:00-19:00,,inferred
Thursday 19/20,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Thursday between 19:00-20:00,,inferred
Thursday 20/21,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Thursday between 20:00-21:00,,inferred
Thursday 21/22,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Thursday between 21:00-22:00,,inferred
Thursday 22/23,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Thursday between 22:00-23:00,,inferred
Thursday 23/24,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Thursday between 23:00-24:00,,inferred
Friday 00/01,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Friday between 00:00-01:00,,inferred
Friday 01/02,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Friday between 01:00-02:00,,inferred
Friday 02/03,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Friday between 02:00-03:00,,inferred
Friday 03/04,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Friday between 03:00-04:00,,inferred
Friday 04/05,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Friday between 04:00-05:00,,inferred
Friday 05/06,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Friday between 05:00-06:00,,inferred
Friday 06/07,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Friday between 06:00-07:00,,inferred
Friday 07/08,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Friday between 07:00-08:00,,inferred
Friday 08/09,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Friday between 08:00-09:00,,inferred
Friday 09/10,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Friday between 09:00-10:00,,inferred
Friday 10/11,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Friday between 10:00-11:00,,inferred
Friday 11/12,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Friday between 11:00-12:00,,inferred
Friday 12/13,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Friday between 12:00-13:00,,inferred
Friday 13/14,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Friday between 13:00-14:00,,inferred
Friday 14/15,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Friday between 14:00-15:00,,inferred
Friday 15/16,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Friday between 15:00-16:00,,inferred
Friday 16/17,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Friday between 16:00-17:00,,inferred
Friday 17/18,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Friday between 17:00-18:00,,inferred
Friday 18/19,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Friday between 18:00-19:00,,inferred
Friday 19/20,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Friday between 19:00-20:00,,inferred
Friday 20/21,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Friday between 20:00-21:00,,inferred
Friday 21/22,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Friday between 21:00-22:00,,inferred
Friday 22/23,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Friday between 22:00-23:00,,inferred
Friday 23/24,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Friday between 23:00-24:00,,inferred
Saturday 00/01,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Saturday between 00:00-01:00,,inferred
Saturday 01/02,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Saturday between 01:00-02:00,,inferred
Saturday 02/03,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Saturday between 02:00-03:00,,inferred
Saturday 03/04,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Saturday between 03:00-04:00,,inferred
Saturday 04/05,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Saturday between 04:00-05:00,,inferred
Saturday 05/06,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Saturday between 05:00-06:00,,inferred
